iteration,chain,θ[1],θ[2],θ[3],θ[4],θ[5],θ[6],θ[7],θ₂[1],θ₂[2],λ[1],λ[2],λ[3],λ[4],λ[5],λ[6],λ[7],μ,δ,lp
11,1,1.9834873686234713,-1.3153948978842251,0.4046741378109674,-0.5628388858158717,-0.05617469411471914,-0.4060204561949768,0.5396109456977299,-0.6117903173816919,0.6257604846722724,6.554716339381284,0.12512101656960484,0.985712021358929,0.30869341997372807,0.566992256146463,0.37260941698063915,1.158971686531771,0.7364638272405393,1.3673577696498016,-11.955490001098026
12,1,0.7954756648434133,0.1220742685467502,1.2112671679803,-0.289830186281879,0.2826159422116687,-0.2833240581472421,-1.5935748210391352,-0.1772720342486306,-0.32709160590168185,1.575497031125719,0.7022183539951051,2.594828956104573,0.4283578975762445,0.851410520169508,0.43171532849035116,0.08960987211219826,0.9151786223054695,0.8491276055608984,-10.78889312146786
13,1,1.0450250028708545,0.8848181054607289,0.7262129059269207,0.21284786043915555,-0.8147200203751572,-1.7927815075647602,-0.09285354524780595,-0.8101834948548338,-1.2542504614566021,2.125548748111497,1.7537945004246176,1.4498433079526956,0.7830313327777395,0.22817006602658227,0.07055675842147006,0.5425775500964043,0.6669156202590144,0.534125082409964,-12.552280436109724
14,1,-0.4325166561210972,0.18975262057786565,-0.5389308020189539,-0.14122265021165722,-0.8726153186486916,-0.25071362861140534,-1.6256348069977389,0.9101872737923025,0.6738538037084632,0.3609485009964058,0.7616281341747547,0.31767800806890334,0.5119812988701277,0.21285621623231382,0.44894434402059713,0.08622787580363007,1.5763209779274308,1.400636676052491,-10.911941862300154
15,1,-0.339928602923922,-0.1827417898132729,0.491754394922426,1.9961479032793805,-0.7419663690227688,-0.924118806650265,1.102999998113943,0.24246642881409583,0.543538918772083,0.40336463545339735,0.4870979007953008,1.0942894777702559,6.655060108818303,0.24898574259103232,0.20009909343142113,2.278688362300494,1.1288881546518148,1.3122844315765985,-11.945805816966477
16,1,0.40187702673192754,-0.14781188205848425,-0.5161316583082379,-0.2168613733743629,-0.44700115615460495,-0.9313389441597143,1.5023854772628127,0.9616823265898979,1.4323067366454196,0.9824089926041804,0.5079489856118604,0.32648933678069725,0.46755717042583633,0.3547289198049995,0.1983728907183864,3.6798153442000943,1.6174343565535831,2.0465457425947973,-11.669183854332005
17,1,-1.0926508396033523,1.3508135736036249,0.12216748945554358,0.41862465468606247,0.12891596516057782,-0.25807023042976257,-0.7097974655915845,-0.3653580380640196,-0.0034182571047433677,0.16346097412154414,3.0678478457588247,0.7022969121087355,1.002352348062681,0.7080073232225002,0.4449985405359742,0.25878518610264806,0.8330355013699655,0.998292331176093,-10.235089227559962
18,1,2.0647522661959976,0.1471799678823461,-0.37746790992495854,-3.109219725415163,-0.5229960904081007,0.29062620599339417,0.4419625610019073,-1.5523099054200349,1.064490571106395,7.226123469619485,0.7236958738860538,0.3855973873127344,0.014536919829243971,0.3238109864771682,0.8596340076571636,1.0308204857106869,0.46017199707034345,1.7027511824136903,-17.36580620564227
19,1,-0.11872832143316588,-1.5489759553380398,-0.6508139124131123,-0.5550164528041498,1.9522065934197774,-0.5688525414066793,0.6532432578802251,-0.6219703127841751,-0.6725927400137092,0.5259895224603083,0.09453632314726768,0.27776587541232045,0.31160474309306646,6.313233034291215,0.30647378737677033,1.328289347475138,0.7327247520675387,0.7144113443427128,-12.543288574405027
20,1,-0.8540922341158294,-0.6850142073420051,1.6234070787479145,-0.29421418643524033,1.2389851981183613,0.03704948226066358,0.6123087213676845,1.3928687010554217,-0.3111354071965582,0.21764049544179173,0.26659702007572506,4.254973331752612,0.42611030950938944,2.682588637217695,0.6341050645699169,1.2646184620287033,2.0065851572714877,0.8559291254855235,-12.204945776348179
21,1,0.4613335564257698,0.22753041486435926,-1.8579520220091408,-0.8435033510648109,-0.3036375614653141,1.4875095422308546,-0.026320981383479613,-1.0478366419891854,1.940772264390775,1.055062775193521,0.7969498687059302,0.06524913912121492,0.22042362383178682,0.42131897419466185,3.6147093478497556,0.5876726653589661,0.5921955835784039,2.6389632513210843,-14.069553884273716
22,1,0.9997929556426979,-1.257024489332387,0.7128075310833195,-0.36391843415093894,0.3872981810041173,1.5063248256626836,1.0413683208902669,-0.34249493551470467,0.33730753275866604,2.0132524462567063,0.13419928434627995,1.4267070652660947,0.3919182052733665,0.9653715915542358,3.6972518143537076,2.1162422346530834,0.8426130281121752,1.1837102276875857,-11.747831407690887
23,1,-0.7440787095149858,-0.8991706612916739,0.9125319377460778,-1.0169667079711437,-1.4736485752451303,0.986004857238604,0.6599067145656637,0.71922169291206,1.426488030195399,0.24835541061471844,0.2061801879875645,1.8131004312380306,0.1790016868280537,0.10347985837428031,1.9802158000393242,1.3389531234612706,1.4327717378569582,2.04060027107053,-12.950730470944295
24,1,1.9448970653539575,1.6173209517616274,-2.435565609848477,0.23583287595491045,0.21521742255781748,0.7180484073865965,-0.24638717810579494,-0.10059643362296562,1.65813151324019,6.258099084812701,4.224010964293238,0.032624924359713814,0.8049295275160029,0.7852610309811059,1.4357079734870404,0.4512812075472278,0.9509457941885164,2.2911772229180425,-16.154490346143543
25,1,-1.6492735489584662,0.0181842822414971,-0.98299880933375,0.270003145053815,-0.0904878926075053,-1.1693269120377419,-0.3692440107641047,-1.430536109307261,0.1638287885369822,0.08381625984519979,0.6199113089165744,0.18644880693950383,0.8386211483414718,0.5441199984154689,0.14909191344773168,0.38942156289269436,0.48906099914770806,1.0853628925681098,-11.942821959992102
26,1,-0.20909012694748155,-0.5239853760154719,-1.1292664195500095,-0.11484677432971702,-0.45294893485154203,-0.886618927409214,0.677975933989464,-0.2751461782034493,-2.382361215421588,0.4719377666832328,0.3234268047034704,0.15643421583724357,0.5284452208947908,0.3522061146318575,0.2093091961405914,1.3683027740719689,0.8714706526622132,0.3038623100302046,-12.674931494131814
27,1,0.13332784699449546,3.044606717603187,-0.322842190678512,-0.5527815389994251,-0.35913358102332565,0.036945357862479496,-1.1374609005656453,0.6177259757537753,-0.3865516640504803,0.7117656367622366,23.41854104863326,0.41172047080602686,0.31244155640521837,0.3941750034019671,0.6340258385497564,0.15490347768043394,1.3618757642301806,0.824254586968181,-14.096630623093205
28,1,0.5869852569843006,-0.30451566627784826,-0.7645955065297273,1.0700071902409458,-0.6051291617472376,-1.5637187241254713,0.5013215429831394,0.3924481935135641,-0.38626402716892655,1.2267670671471844,0.42087525335313963,0.2423155181943145,2.1902345275258917,0.2934186077764445,0.09287855783017954,1.1069249455680215,1.2167995556172209,0.824373138502426,-11.036816539847885
29,1,-0.8112660129189289,0.6200447025818652,1.8962669768642262,1.4005638790535186,-0.3523103999256904,-1.8685623804717437,-1.0118462663321417,-2.1654034066681795,-0.38455311052748914,0.2291177499855482,1.2764127993901864,5.9033522778123535,3.2565770362189497,0.3974156852716961,0.06442362556382665,0.18010495411515498,0.33867927755364696,0.825078657090983,-16.3086215320917
30,1,-3.7210865443169903,1.539963239061099,-0.1907110665461075,0.7214385173564475,0.8999157109840065,0.2236252445146304,1.182280957561109,0.22297495546050067,-0.2756034171585482,0.006975830758677785,3.8495485699766414,0.4824619218054146,1.4415605193777132,1.785857787779733,0.7932239357692527,2.5061235302987726,1.117939744774832,0.8712714402696862,-17.84951478232651
31,1,0.3281795256911478,-0.5367326764584791,1.1866516845822663,0.5773378952971562,0.3713389165857001,-1.6151334614467945,0.5168401584595601,-2.8828978871219526,0.7347842583346138,0.8992586573334491,0.31851706957938275,2.519302358923873,1.2126468796597176,0.9470595546294049,0.08732136164064587,1.1277316097560126,0.23658471231918912,1.4439640285260449,-15.271409601567276
32,1,-2.105900762247055,0.27100847006664674,1.4215522673410594,1.281224364146137,0.7594160824268229,-0.1362288483306729,1.0336293983830593,-1.5844083843380887,1.2161041661910297,0.048456881645898585,0.8396334630219192,3.3396390116702883,2.8220659891347886,1.5087768642610122,0.5150585898981603,2.0966802866899266,0.4528455358231424,1.836849880730653,-15.18221200949231
33,1,-0.6263614510006732,-0.3865876267555139,-0.6534453702321406,0.37324047200255817,-0.918503603847476,0.1000746599804414,-1.8161491240086483,0.994780042806932,-0.430509238056849,0.28603710431764545,0.3814005468170815,0.27689014378884935,0.9492230856064889,0.20145196268207818,0.6839226804523443,0.0686057486080287,1.6444237541246431,0.8063361055216094,-11.487979273035192
34,1,1.2515156162576426,-0.04343919822691701,-1.219920731320395,-0.691980124768451,-0.9394250269180626,-0.07075450908962393,0.6788142138764683,-0.7094072429314378,-0.7530285828509679,2.7232301735288504,0.5757239205026796,0.14030945854359836,0.2643777969593882,0.19645732785446496,0.5571585604423606,1.3696798914355195,0.7013812867646102,0.6862493101358081,-11.247369992387332
35,1,-0.18904119099229313,-0.7896036528019282,-0.7541155332306925,-0.3972724777783611,-1.1892984859836067,0.7121390348265292,0.8221836603125416,1.2668883968639078,-0.40185341282132403,0.4834296727384057,0.23515171359808804,0.2453821126676528,0.3765415145792942,0.14556126973383862,1.4255630261997454,1.6268089430714558,1.884088592054226,0.8179723814886782,-11.145335498815022
36,1,-0.3952531657083591,0.7089841692108847,0.2118495485980328,-1.5057010301063178,-0.8900643425642392,-0.40752797163344023,-0.1595503310961847,0.5578463773583534,0.4583092823886008,0.37745504674650476,1.4201762775852158,0.7820938430923124,0.09957529014074806,0.20844559415944705,0.371935968965926,0.5008441033318006,1.3217058180008006,1.257536490919146,-10.508391453479463
37,1,0.7761485959362292,0.5140350033363722,-0.12606839318470014,-0.47923955244259864,0.6746215110222958,0.10912800163323128,2.19532281215825,-0.9220556636981837,0.0453535827566374,1.539377809717242,1.1239418373510315,0.521376905443178,0.34126790570431664,1.3628060050852417,0.6913933304106039,8.451867091959631,0.6306351254121607,1.0229358644207625,-11.895902480791053
38,1,-1.0378071109850289,-0.6484360776202207,-0.7251552689677615,-1.580958783084867,-1.831552551235075,-0.5106870403537177,0.5261837278497075,2.249822855028322,-1.328135460402297,0.17458063835169735,0.27855958489520954,0.25405961805296384,0.09097681913446155,0.06734928034509634,0.3286294520798523,1.1404472082493666,3.0799440385367243,0.5147531929388256,-15.890794689370082
39,1,-0.6300187351363638,-2.7515654598141084,-0.6739883736382556,-0.8899567419189444,0.7996491086635549,0.28054117252620514,-1.4211597728279226,3.1027794874938897,2.45877877237651,0.2847845122226752,0.022328786650981803,0.27014780377753816,0.20847251055367094,1.5834071199974775,0.8492933799256184,0.1102073456114614,4.718022470762087,3.4191411239532625,-22.082941880055387
40,1,0.233462760535927,0.6555507080025255,2.1576918896815434,0.3938107472674481,1.1311392279989467,0.31961267969470714,-0.8324202668728187,-1.803485523729212,-1.810705024247527,0.8026434489578246,1.3319723978957911,8.078694337789129,0.9729456045126531,2.3569468494119414,0.8900614405023967,0.22337477333148695,0.40586172270431203,0.4043993043161543,-15.2208154112205
41,1,-1.7246062992864484,-0.8872552904848123,0.3175615869152662,-0.06258473387125162,1.7685948462388785,0.8039775756751762,0.6270623097680567,-0.2573071804970727,0.4856549438547517,0.07657171248525207,0.20914942118071814,0.8878734159991021,0.5626476555214596,5.064795772103617,1.5916529872189076,1.2872070217281448,0.8792785034429341,1.274848657961991,-12.438363584201298
42,1,1.0575756488158472,-0.3041278288500419,0.5575528814768203,0.8929380842877787,0.10104569974202725,1.4923478581100282,-1.48984921356778,-0.35888976905756004,2.241120700701265,2.1578034404938204,0.4210711763521918,1.1841952829341944,1.7709669576006013,0.6847200842885001,3.6357573175226934,0.10148755932070293,0.8357340115476811,3.0665720766809823,-14.23422206430222
43,1,0.9265100968259641,-0.2585330325571473,-0.9959762250613731,-0.045642228735045386,0.3725007115899991,-0.3043923154087232,1.7737031679518631,1.4701003752102366,1.9843951598958873,1.843769497916367,0.4447514736226884,0.18356774995333158,0.5742039257115126,0.9483808223119226,0.42093755635805696,5.095938253530098,2.0855866604782447,2.6971551784906915,-13.968329696844041
44,1,0.2797863441152146,-0.8844319692600993,1.4752877833599842,1.7455741297640417,-0.8456981813686578,0.6241532558938,0.18922680632244987,0.15096401557939604,0.6712249190165698,0.8485244433003978,0.20985921809253016,3.5620824796509,4.926796381915379,0.21984383674837893,1.2827213901614518,0.7611477158408492,1.0784038246750962,1.3987968293453137,-12.119404750736104
45,1,-0.047491810204672316,0.05654365552752301,0.48184717616923234,-0.9552015493679095,0.014155273439626472,1.520948984952623,-0.34182233529392614,-0.49971464947422445,0.427126777622033,0.5729308946499673,0.6491135517758776,1.0813568675313172,0.19277301713071596,0.6169213888453507,3.762707514626284,0.40244903858419123,0.778911906604968,1.2380819763251645,-10.276706833179723
46,1,0.3140756042615854,-0.6749666619788972,-1.7005376141970574,-0.10205800042635652,1.2758188158705865,2.2807734971274396,0.1423503744802559,1.5001667081309293,3.2375865263703827,0.8841670400291185,0.269830850920687,0.07881553656387684,0.536617568828628,2.8038194558947893,9.364521092297258,0.7195138159939671,2.117176484525205,5.046996244160599,-19.789866391785914
47,1,-0.23177046802623405,-0.05957645199079592,1.0152081188911493,-0.4118142560161001,-0.8713471057301422,0.04384556573055268,0.2444810119547744,0.41834584142657993,0.614587014669672,0.4592665302000382,0.5646824493483958,2.0508405687976925,0.37002781251134853,0.2131803992534658,0.6392975259688431,0.8133263905127321,1.2326581322255756,1.3597400031736528,-9.586034313215036
48,1,1.0210746968863718,-0.7686267575090637,-0.7294695136777506,0.6970566335949878,-0.21079915958759757,-0.5996385364966215,0.047218581532790356,0.4158618947182024,0.8515954641109906,2.0653292075803606,0.24114614728725847,0.2527477264401273,1.3999940131826822,0.47097089001954645,0.2953582526175154,0.6418904027063062,1.23112815396331,1.5308111098000137,-10.248338076519138
49,1,0.2779538032854667,-0.30387241647364227,0.8412307328646277,-0.3326351942585645,-0.9660242071408275,-0.4521102196943491,0.5339698149767143,0.8834578031054773,-0.05805241683840356,0.8466605466267092,0.42120025227947755,1.6644202746973547,0.4069104130558882,0.19028562454092685,0.35256077380489137,1.1511526882420793,1.5553940183693324,0.9713910055103055,-9.867701817061514
50,1,1.8826179485965555,0.6258698118379741,1.1683697831112005,0.20257016878235362,-2.0805860690893776,-0.47789517258133246,-2.111409577012646,0.4242261108916729,1.4469051651927933,5.807449780751981,1.285366348990508,2.4646350399886834,0.7734333360741876,0.049951473096188484,0.34181890247386165,0.04813761011109185,1.2362876462290016,2.061538569854009,-16.585877260894925
51,1,-0.32315704569089243,0.6972184129644856,0.0683278104596642,0.8792730148664135,-0.7682327581191978,-0.5426262697201203,-0.3785521146616829,-0.7227065071136882,0.037471270109897835,0.41156494148466943,1.4002658277447255,0.6583578651775864,1.742163301704932,0.24126018796618848,0.3162723644968646,0.38509603370887496,0.6967328316388324,1.0189122483284394,-9.730431323927863
52,1,-0.12713732147346546,0.09477325993024058,1.552943388198457,-0.7635070030575897,-0.2029281052012291,1.8039040372600537,1.5655754938358046,-0.23659910536366144,0.33600032389873974,0.5207085567569032,0.6795855933807037,3.909979245152902,0.24263223853948895,0.4754404096783888,5.284007704352307,3.96970026799369,0.8884298811968956,1.182936802223665,-12.737883575201247
53,1,0.32767066983283577,0.6615407956221683,1.8851599267935772,-0.273035391853321,-0.5956415332048418,0.04670124817826825,-0.39902527176491903,-1.4658142615122536,-2.026878952003934,0.8987097133074298,1.3415812488826433,5.825191719635565,0.43707849822000483,0.29677831297620094,0.641492040792322,0.3757503472800153,0.48051005207656955,0.36296840901838273,-13.743657455057225
54,1,-1.2337944388870843,0.5888570406574571,-0.5334443603438684,1.2437434649994281,0.41631386632703815,-2.1841218901005464,-0.030670652049697603,-0.7612550198648778,0.2765088885097859,0.13799286105280012,1.2295256551558547,0.3197764143948263,2.6979498182433828,0.9995767291968176,0.04411540366236454,0.5846132377418702,0.6834324139991191,1.1482676832219025,-12.920984173730112
55,1,0.31251587884509724,-0.45679066501124127,-0.4513140144146007,-0.4357998258184936,1.5880177621847205,0.05368846834673341,-0.0040450246977536885,-0.9765472530623696,1.1386283940617028,0.8825137183827421,0.3505861545470094,0.3528977876780315,0.35952923243500495,4.078059712427385,0.6468933485749359,0.6035936757846386,0.6136849295884488,1.7670547843753017,-11.007820847872939
56,1,2.0782366135095156,-0.725949932560778,-0.05656722827508983,0.45401285231544036,-0.3696030950233972,0.38812113718283775,-0.14599788438959496,1.924381917310944,-0.7061641161581473,7.3440020775681685,0.25381746321558707,0.5667252424435562,1.045834804810088,0.38925379685641925,0.9663254126677422,0.5090558918609666,2.6174248654605883,0.7025195436076991,-13.053382607615454
57,1,0.6981820821817335,0.48446567271370594,-1.098069111818529,0.14543125777969176,0.10500650939019603,-0.21683828865880714,0.24191234466545958,0.39772289674373745,-1.4749549003047253,1.4018860360600927,1.0847600465238678,0.16240161054053143,0.7221788250268509,0.6879822858221661,0.46757012271437787,0.810823252458121,1.220012919412984,0.47831897843255916,-10.470103542071238
58,1,-0.8301265071635668,0.41647513980714335,-0.021484856881659114,-1.218485909210046,-0.26416423022715296,-1.096075974602831,1.4152403049377098,1.5094134091999791,0.8070735932048038,0.22399046195397646,0.999770194177976,0.591093050415392,0.14055124957622814,0.44175622496829053,0.16279050185602392,3.314438958164485,2.126987596184446,1.4971103197386162,-12.54619584787509
59,1,-1.1249943473267394,-0.06270433745982863,-1.1247847947949514,0.9260999259383118,0.3186220265891115,-1.7152656260758667,1.0136010785819727,-0.9343921530777997,-1.2895809711139719,0.15723823288963573,0.5625669077017897,0.15727777746518198,1.8428622085349948,0.8890039786174257,0.07743481825430265,2.0468894396423734,0.626757185983675,0.5247724780030496,-13.270195353841357
60,1,-0.27475946884731683,-0.18063911903419924,-0.7485720030069148,-0.09426650146091768,-0.7280814415490264,-0.48923945271556774,-2.026301412649828,0.694527871761774,-0.1884509351463739,0.43617516461221056,0.4883285004970907,0.2470198938713309,0.5416583635941802,0.2531690757502517,0.33719720448727664,0.05331371332902738,1.4151901955530557,0.910077546131109,-11.305750516926997
61,1,-0.5250327030344414,1.948717653517798,0.3704812037891953,-0.8039813759792092,0.024639816755765688,0.2563938359045578,-0.5919482449247172,-0.1552117431214247,-1.630291187038008,0.3230205796697429,6.286856499733781,0.9460852899800983,0.23112937710976256,0.6247321882403163,0.825036709796372,0.2980965374063073,0.925329053179513,0.4425748866352209,-12.24819174470992
62,1,0.28902546273352087,-0.10949719183013668,-0.9173619122623305,-0.12690886277910626,-0.9406287543881607,0.132120341127694,-1.1607129739240987,0.4213146578636454,1.998588219796073,0.8579843285795565,0.5318484864040157,0.20172814704202074,0.5208513288029402,0.19617375541144624,0.7107350302020272,0.15064102826074924,1.2344892588211407,2.716363697296537,-11.957715723764125
63,1,0.2135457625545766,-0.43868432385611916,-0.8227108563737304,1.1963823825737259,1.461234684599386,-0.7994571969937999,0.9125102195260014,-1.3127434037078536,0.266785307786375,0.7836873825228015,0.35828691012263825,0.22599259908705369,2.548892265464048,3.502516189608976,0.23238759426411407,1.8130531790767495,0.5187300314056802,1.142698595305643,-12.1443032216921
64,1,0.40291835348759886,0.4866237403019509,-0.3343041538260572,0.5921532596905373,0.6764986933266822,0.3243159259787433,-0.5869456494471256,0.031130993647601288,-0.08357216260507878,0.9836373704527847,1.0875728697062998,0.40609628814057186,1.2343986292758848,1.3658793477007485,0.8950990568154884,0.29989142714833067,1.0156872701699644,0.9590749226880637,-9.158867077281627
65,1,0.4843281323012081,0.2626126887404345,-1.0055579100561436,-0.8846813396398162,-0.10170827266366517,-1.1205553671163992,-0.6055641002661349,1.2663923453261794,1.5704071424641879,1.08458102328492,0.8312166787652395,0.18146917179600763,0.20979642828026687,0.5368428201654304,0.15807804052247812,0.2932655048685114,1.8836213474793164,2.192853297146513,-12.170432746664675
66,1,-2.027289724310517,-0.1807390838798489,-1.09379432800334,-0.12435366247962527,-0.13151566001947984,-0.8307192931599662,0.9413907679260141,-1.6130054034560448,-0.12007986880126444,0.05325052213052385,0.4882699251906295,0.16323682906776518,0.5224508351508201,0.5179799251432322,0.2238311845201442,1.8769890456851133,0.4464165912941985,0.9417269255329959,-13.052563401514917
67,1,0.9316229546667236,0.856802164922359,0.0587925204895154,-2.2530131611843838,-1.2196182860223197,-1.2229250043490594,-0.34548426998518533,-0.18546301051907468,-0.500872687223745,1.8551165895617043,1.6958135529200882,0.6508676400034089,0.04061508241027263,0.14036039090880634,0.1398045357396834,0.4006844280418625,0.9114381838051615,0.7784610324541866,-13.305046714922083
68,1,0.8597690766129733,0.468386822345384,0.9701757844240682,0.2746125302001796,0.6256827721986651,-0.4702282800292717,-1.1648501767412531,0.611376890655661,-0.09840585972846398,1.7018619083593545,1.0640306392734291,1.9429568093651293,0.8432726342136243,1.285077884014396,0.344978240127149,0.14989500268473502,1.3575592867158883,0.9519879233154664,-10.434535344616473
69,1,-0.41228458972371357,-0.21668634919930393,-0.7905427692616026,-0.6538139748299683,-0.2663866052608144,-1.2166831238362514,1.6105293391745685,-0.6820640782022589,-0.0526392423420243,0.36981902757247326,0.4676553813086986,0.23488686104883846,0.2767676952957797,0.440579696871189,0.1408556391914081,4.189725451181344,0.7110361268830893,0.9740237212490609,-11.21166121724624
70,1,-0.9996221918713779,-0.6140352249834202,1.4088834253940339,-0.5767243259048507,0.5731083228666239,-1.2823473488170962,-0.4405606151442322,1.0526231547734022,0.5757670639561876,0.18276636601475862,0.2902994594536148,3.2892517604367737,0.30359242295955474,1.2065076991317851,0.1301826494838272,0.3574811168750313,1.6926774706071002,1.3336019730941948,-11.920612791201025
71,1,-1.2293394446306123,0.725522829571323,-0.7233576180227526,0.022618710924783472,-0.2369293625315065,1.698252924064575,1.413855920820992,-1.0189342580874852,0.8159559322132035,0.13873254534882504,1.4486432018168287,0.2546082622176058,0.6232188443169245,0.45643214353836137,4.654821242813405,3.3089373812277714,0.6008156507365184,1.503774026808472,-12.872754240527847
72,1,-0.05233228964276011,0.14229382340306826,0.21230539593179576,1.023104197947368,1.0942918321249104,0.7225022850454661,-0.03534639891510634,-0.7160386244122302,-1.366324835480168,0.5696126289199177,0.719464990513051,0.7825217785973484,2.0703652428562958,2.255000508717348,1.4434018769964492,0.5813422187808015,0.6990595744935744,0.5050173884425375,-10.877991990384428
73,1,1.5316139435774292,0.44526471490898334,0.48645229343221646,-1.1881717584805966,-1.2296640310168578,1.075165650734505,1.4565254268614394,-0.6151248371889644,0.4784136811623213,3.8111719196165943,1.0349133028958264,1.0873491395648456,0.14575821230738314,0.13867851903657205,2.203834462874845,3.4827789091374775,0.7352369736569925,1.2702412468510407,-13.065081419032069
74,1,0.26192864001394855,-0.13300591579420631,1.3387751392858602,1.4534288732482226,0.6313721871593992,-1.4558208548848413,-0.12509353615743574,-0.2816035506606388,-0.7009700331449376,0.8305346474764649,0.5170544458208538,3.023847923313145,3.4698613899371558,1.2938815119204135,0.10571748002301577,0.5219871838622538,0.8686614847685116,0.7043463871891719,-11.818159143538868
75,1,0.15857716370688693,0.3792996132777607,0.14916703874909665,-0.7323630881644001,0.0810874454735151,0.925158477885388,-0.5550020111323167,2.082062373553821,1.4583571989487147,0.7336615915979134,0.9561500099501431,0.7254235748909087,0.2518716350943615,0.6685159218596917,1.8407814332757548,0.3116101432519884,2.8321359702614823,2.0733768352078226,-12.450412535996307
76,1,-1.0163885358545952,0.1974378132639011,-1.4349557284900207,1.675828182616346,-0.2777344299247998,0.1711084354680712,0.5333130094608688,-0.04872524384952953,-0.24686888669746415,0.17912592246178463,0.7686845327921787,0.10839786625248121,4.531231782231035,0.43462081577415523,0.7447774147151474,1.1502457455777346,0.9759317513351374,0.8838795835304268,-11.467287328453176
77,1,0.1266647397373075,0.05613560124652639,-0.31327229060844897,-1.7514561192742013,0.35172067646824273,1.1221894886288621,-0.38833107904537717,-0.5814116456337576,-2.020919134097923,0.706097243493086,0.6487957813064011,0.41647587228956673,0.07414391010810094,0.9250243770604386,2.331769418264813,0.3806034365540156,0.747735612422845,0.36405163498587984,-12.840899091674416
78,1,0.47992741854052956,0.5039109404994702,1.0876304145748692,0.22036497017931353,2.106939971917958,-1.668899061912494,0.321487845137537,-0.7971268322667686,-1.396516724266052,1.0788686030356645,1.1103698173274956,2.237046563599008,0.7901266453618456,7.601365987213664,0.0818653975043061,0.8920665105054172,0.671283709024863,0.49745092914481387,-14.08504775303012
